date,value
2014-05-23,1055.13
2014-05-24,1064.65
2014-05-25,1046.4
2014-05-26,1007.96
2014-05-27,975.76
2014-05-28,1040.47
2014-05-29,1058.01
2014-05-30,1120.65
2014-05-31,1122.43
2014-06-01,1063.03
2014-06-02,1069.91
2014-06-03,1114.07
2014-06-04,1180.16
2014-06-05,1257.98
2014-06-06,1251.61
2014-06-07,1244.81
2014-06-08,1237.37
2014-06-09,1226.98
2014-06-10,1193.83
2014-06-11,1270.47
2014-06-12,1197.46
2014-06-13,1232.16
2014-06-14,1275.55
2014-06-15,1276
2014-06-16,1267.29
2014-06-17,1279.4
2014-06-18,1280.31
2014-06-19,1262.13
2014-06-20,1222.5
2014-06-21,1193.25
2014-06-22,1181.98
2014-06-23,1167.47
2014-06-24,1174.85
2014-06-25,1200.39
2014-06-26,1176.62
2014-06-27,1125.39
2014-06-28,1117.25
2014-06-29,1080.49
2014-06-30,1056.81
2014-07-01,1061.1
2014-07-02,1053.17
2014-07-03,1033.37
2014-07-04,1008.84
2014-07-05,1011.51
2014-07-06,1002.1
2014-07-07,1004.76
2014-07-08,1009.29
2014-07-09,998.9
2014-07-10,1088.99
2014-07-11,1078.97
2014-07-12,1061.93
2014-07-13,1044.64
2014-07-14,1043.63
2014-07-15,1045.9
2014-07-16,1033.87
2014-07-17,1013.52
2014-07-18,989.11
2014-07-19,972.02
2014-07-20,923.05
2014-07-21,923.42
2014-07-22,923.91
2014-07-23,923.22
2014-07-24,919.33
2014-07-25,903.25
2014-07-26,924.14
2014-07-27,928.27
2014-07-28,937.52
2014-07-29,927.37
2014-07-30,899.4
2014-07-31,904.61
2014-08-01,917.5
2014-08-02,910.56
2014-08-03,834.53
2014-08-04,823.31
2014-08-05,835.09
2014-08-06,829
2014-08-07,826.25
2014-08-08,919.45
2014-08-09,914.87
2014-08-10,913.69
2014-08-11,942.72
2014-08-12,908.59
2014-08-13,1046.81
2014-08-14,1191.1
2014-08-15,1159.42
2014-08-16,1044.08
2014-08-17,1031.39
2014-08-18,1003.08
2014-08-19,963.74
2014-08-20,972.53
2014-08-21,979.4
2014-08-22,975.92
2014-08-23,940.05
2014-08-24,913.18
2014-08-25,899.65
2014-08-26,923.48
2014-08-27,925.12
2014-08-28,875.78
2014-08-29,834.28
2014-08-30,801.34
2014-08-31,793.61
2014-09-01,794.74
2014-09-02,792.51
2014-09-03,785.03
2014-09-04,781.43
2014-09-05,782.03
2014-09-06,788.46
2014-09-07,781.92
2014-09-08,774.8
2014-09-09,777.09
2014-09-10,774.53
2014-09-11,774.7
2014-09-12,771.54
2014-09-13,765.62
2014-09-14,773.47
2014-09-15,773.87
2014-09-16,778.25
2014-09-17,781.3
2014-09-18,758.27
2014-09-19,747.93
2014-09-20,737.47
2014-09-21,738.01
2014-09-22,739.02
2014-09-23,742.21
2014-09-24,741.65
2014-09-25,746.83
2014-09-26,752.25
2014-09-27,753.87
2014-09-28,741.72
2014-09-29,755.48
2014-09-30,756.24
2014-10-01,752.88
2014-10-02,755.64
2014-10-03,747.62
2014-10-04,715.72
2014-10-05,706.28
2014-10-06,705.26
2014-10-07,717.15
2014-10-08,718.32
2014-10-09,723.02
2014-10-10,740.05
2014-10-11,712.99
2014-10-12,710.74
2014-10-13,714.26
2014-10-14,707.51
2014-10-15,706.93
2014-10-16,745.77
2014-10-17,740.83
2014-10-18,736.45
2014-10-19,709.29
2014-10-20,714.12
2014-10-21,720.4
2014-10-22,690.44
2014-10-23,688.59
2014-10-24,679.73
2014-10-25,664.42
2014-10-26,657.25
2014-10-27,661.13
2014-10-28,658.2
2014-10-29,634.09
2014-10-30,631.92
2014-10-31,638.87
2014-11-01,640.74
2014-11-02,642.33
2014-11-03,642.9
2014-11-04,642.1
2014-11-05,641.28
2014-11-06,638.83
2014-11-07,641.34
2014-11-08,642.08
2014-11-09,621.32
2014-11-10,619.2
2014-11-11,619.85
2014-11-12,617.91
2014-11-13,613.82
2014-11-14,613.81
2014-11-15,612.05
2014-11-16,612.57
2014-11-17,614
2014-11-18,615.24
2014-11-19,609.74
2014-11-20,606.82
2014-11-21,606.59
2014-11-22,608.25
2014-11-23,608.14
2014-11-24,603.38
2014-11-25,604.58
2014-11-26,603.21
2014-11-27,598.49
2014-11-28,603.59
2014-11-29,609.52
2014-11-30,610.93
2014-12-01,610.16
2014-12-02,607.86
2014-12-03,609.26
2014-12-04,611.09
2014-12-05,611.95
2014-12-06,611.19
2014-12-07,608.46
2014-12-08,628.82
2014-12-09,625.1
2014-12-10,626.83
2014-12-11,628.77
2014-12-12,614.54
2014-12-13,610.83
2014-12-14,609.05
2014-12-15,611.84
2014-12-16,599.5
2014-12-17,575.64
2014-12-18,576.31
2014-12-19,577.86
2014-12-20,578.36
2014-12-21,576.28
2014-12-22,574.04
2014-12-23,579.85
2014-12-24,580.62
2014-12-25,580.45
2014-12-26,583.59
2014-12-27,589.47
2014-12-28,588.45
2014-12-29,584.16
2014-12-30,582.82
2014-12-31,578.24
2015-01-01,577.79
2015-01-02,580.89
2015-01-03,581.74
2015-01-04,573.58
2015-01-05,585.67
2015-01-06,589.77
2015-01-07,589.91
2015-01-08,597.54
2015-01-09,599.98
2015-01-10,591.09
2015-01-11,592.99
2015-01-12,597.51
2015-01-13,588.4
2015-01-14,578.28
2015-01-15,579.5
2015-01-16,573.36
2015-01-17,612.85
2015-01-18,626.12
2015-01-19,655.28
2015-01-20,658.22
2015-01-21,657.8
2015-01-22,657.6
2015-01-23,657.46
2015-01-24,656.23
2015-01-25,661.83
2015-01-26,663.11
2015-01-27,656.37
2015-01-28,666.58
2015-01-29,666.22
2015-01-30,672.93
2015-01-31,673.28
2015-02-01,681.55
2015-02-02,682.37
2015-02-03,666.46
2015-02-04,667.08
2015-02-05,662.9
2015-02-06,668.7
2015-02-07,675.26
2015-02-08,659.63
2015-02-09,652.29
2015-02-10,666.38
2015-02-11,666.71
2015-02-12,682.43
2015-02-13,681.9
2015-02-14,683.49
2015-02-15,683.66
2015-02-16,704.97
2015-02-17,703.7
2015-02-18,686.15
2015-02-19,675.4
2015-02-20,644.68
2015-02-21,659.25
2015-02-22,655.27
2015-02-23,665.98
2015-02-24,691.73
2015-02-25,681.73
2015-02-26,629.33
2015-02-27,678.67
2015-02-28,735.88
2015-03-01,764.08
2015-03-02,766.62
2015-03-03,777.99
2015-03-04,775.36
2015-03-05,773.72
2015-03-06,696.3
2015-03-07,704.5
2015-03-08,716
2015-03-09,684.84
2015-03-10,607.12
2015-03-11,579.13
2015-03-12,582.2
2015-03-13,582.84
2015-03-14,590.26
2015-03-15,586.47
2015-03-16,582.81
2015-03-17,590.13
2015-03-18,574.64
2015-03-19,540.35
2015-03-20,543.08
2015-03-21,546.62
2015-03-22,544.35
2015-03-23,553.96
2015-03-24,533.47
2015-03-25,478.15
2015-03-26,453.64
2015-03-27,450.3
2015-03-28,447.1
2015-03-29,444.35
2015-03-30,443.43
2015-03-31,443.78
2015-04-01,444.05
2015-04-02,454.63
2015-04-03,456
2015-04-04,455.07
2015-04-05,458.2
2015-04-06,458.69
2015-04-07,456.84
2015-04-08,457.06
2015-04-09,454.95
2015-04-10,454.58
2015-04-11,461.93
2015-04-12,462.48
2015-04-13,459.42
2015-04-14,460.68
2015-04-15,461.38
2015-04-16,448.51
2015-04-17,450.38
2015-04-18,451.1
2015-04-19,452.44
2015-04-20,452.48
2015-04-21,455.59
2015-04-22,455.38
2015-04-23,449.55
2015-04-24,467.08
2015-04-25,467.96
2015-04-26,466.62
2015-04-27,460.15
2015-04-28,450.28
2015-04-29,449.81
2015-04-30,450.55
2015-05-01,443.05
2015-05-02,436.02
2015-05-03,429.27
2015-05-04,431.37
2015-05-05,432.63
2015-05-06,429.93
2015-05-07,425.37
2015-05-08,426.66
2015-05-09,427.28
2015-05-10,422.74
2015-05-11,422.44
2015-05-12,420.89
2015-05-13,425.36
2015-05-14,423.66
2015-05-15,424.53
2015-05-16,424.26
2015-05-17,422.34
2015-05-18,421.58
2015-05-19,422.08
2015-05-20,418.17
2015-05-21,418.37
2015-05-22,416.83
2015-05-23,426.2
2015-05-24,426.86
2015-05-25,428.8
2015-05-26,418.99
2015-05-27,418.08
2015-05-28,418.68
2015-05-29,419.27
2015-05-30,418.38
2015-05-31,413.42
2015-06-01,414.63
2015-06-02,410.98
2015-06-03,420.55
2015-06-04,421
2015-06-05,417.69
2015-06-06,418.13
2015-06-07,416.68
2015-06-08,416.6
2015-06-09,421.8
2015-06-10,423.93
2015-06-11,417.51
2015-06-12,416.03
2015-06-13,416.24
2015-06-14,415.92
2015-06-15,411.91
2015-06-16,411.26
2015-06-17,425.18
2015-06-18,425.37
2015-06-19,435.92
2015-06-20,439.65
2015-06-21,441.51
2015-06-22,435.68
2015-06-23,434.23
2015-06-24,432.15
2015-06-25,427.72
2015-06-26,425.55
2015-06-27,439.86
2015-06-28,439.05
2015-06-29,448.05
2015-06-30,441.98
2015-07-01,423.1
2015-07-02,426
2015-07-03,421.17
2015-07-04,408.94
2015-07-05,410.38
2015-07-06,407.23
2015-07-07,391.86
2015-07-08,384.95
2015-07-09,383.13
2015-07-10,385.48
2015-07-11,377.25
2015-07-12,379.88
2015-07-13,380.87
2015-07-14,386.63
2015-07-15,391.09
2015-07-16,391.61
2015-07-17,374.95
2015-07-18,375.88
2015-07-19,378.07
2015-07-20,380.35
2015-07-21,380.92
2015-07-22,384.38
2015-07-23,395.5
2015-07-24,396.84
2015-07-25,397.77
2015-07-26,402.32
2015-07-27,405.49
2015-07-28,394.54
2015-07-29,410.41
2015-07-30,422.88
2015-07-31,425.27
2015-08-01,387.73
2015-08-02,388.1
2015-08-03,390.96
2015-08-04,390.56
2015-08-05,430.25
2015-08-06,433.32
2015-08-07,435.19
2015-08-08,448.18
2015-08-09,450.66
2015-08-10,448.31
2015-08-11,454.64
2015-08-12,462.93
2015-08-13,458.77
2015-08-14,431.86
2015-08-15,434.18
2015-08-16,434.52
2015-08-17,433.74
2015-08-18,436.06
2015-08-19,436.25
2015-08-20,432.92
2015-08-21,434.39
2015-08-22,432.98
2015-08-23,429.77
2015-08-24,424.01
2015-08-25,457.49
2015-08-26,458.31
2015-08-27,458.46
2015-08-28,444.53
2015-08-29,443.69
2015-08-30,444.73
2015-08-31,462.64
2015-09-01,465.58
2015-09-02,465.18
2015-09-03,457.86
2015-09-04,465.21
2015-09-05,465.32
2015-09-06,447.14
2015-09-07,441.68
2015-09-08,469.1
2015-09-09,451.94
2015-09-10,419.51
2015-09-11,423.12
2015-09-12,415.56
2015-09-13,399.97
2015-09-14,402.81
2015-09-15,389.79
2015-09-16,363.52
2015-09-17,370.27
2015-09-18,362.23
2015-09-19,378.93
2015-09-20,382.36
2015-09-21,371.94
2015-09-22,359.54
2015-09-23,363.59
2015-09-24,366.76
2015-09-25,329.13
2015-09-26,323.06
2015-09-27,325.12
2015-09-28,327.01
2015-09-29,328.16
2015-09-30,326.47
2015-10-01,335.33
2015-10-02,336.53
2015-10-03,338.35
2015-10-04,331.63
2015-10-05,334.66
2015-10-06,338.18
2015-10-07,340.91
2015-10-08,345.08
2015-10-09,340.58
2015-10-10,381.39
2015-10-11,385.28
2015-10-12,389.89
2015-10-13,390.59
2015-10-14,395.84
2015-10-15,447.56
2015-10-16,495.56
2015-10-17,417.9
2015-10-18,365.36
2015-10-19,327.47
2015-10-20,332.78
2015-10-21,334.17
2015-10-22,318.17
2015-10-23,306.33
2015-10-24,296.21
2015-10-25,285.3
2015-10-26,294.06
2015-10-27,281.71
2015-10-28,278.68
2015-10-29,276.51
2015-10-30,270.77
2015-10-31,270.83
2015-11-01,264.82
2015-11-02,271.67
2015-11-03,273.58
2015-11-04,266.13
2015-11-05,255.96
2015-11-06,254.28
2015-11-07,250.24
2015-11-08,247.45
2015-11-09,247.24
2015-11-10,245.32
2015-11-11,244.23
2015-11-12,244.25
2015-11-13,246.68
2015-11-14,246.94
2015-11-15,240.38
2015-11-16,238.97
2015-11-17,239.31
2015-11-18,238.54
2015-11-19,238.44
2015-11-20,237.73
2015-11-21,239.8
2015-11-22,239.34
2015-11-23,234.53
2015-11-24,235.4
2015-11-25,237.43
2015-11-26,235.65
2015-11-27,231.84
2015-11-28,232.39
2015-11-29,231.22
2015-11-30,232.37
2015-12-01,233.21
2015-12-02,234.35
2015-12-03,230.28
2015-12-04,231.22
2015-12-05,259.18
2015-12-06,232.44
2015-12-07,235.94
2015-12-08,240.12
2015-12-09,241.17
2015-12-10,241.29
2015-12-11,244.42
2015-12-12,245.78
2015-12-13,242.11
2015-12-14,242.91
2015-12-15,236.14
2015-12-16,230.9
2015-12-17,229.6
2015-12-18,230.58
2015-12-19,231.22
2015-12-20,231.96
2015-12-21,232.07
2015-12-22,233.22
2015-12-23,235.22
2015-12-24,228.64
2015-12-25,231.18
2015-12-26,226.32
2015-12-27,228.14
2015-12-28,232.71
2015-12-29,234.96
2015-12-30,236.43
2015-12-31,237.37
2016-01-01,237.41
2016-01-02,257.99
2016-01-03,260.5
2016-01-04,262.44
2016-01-05,266.67
2016-01-06,267.47
2016-01-07,266.23
2016-01-08,270.67
2016-01-09,270.39
2016-01-10,267.03
2016-01-11,267
2016-01-12,279.93
2016-01-13,280.39
2016-01-14,281.91
2016-01-15,285.5
2016-01-16,285.71
2016-01-17,285.47
2016-01-18,283.03
2016-01-19,284.93
2016-01-20,288.96
2016-01-21,290.13
2016-01-22,294.54
2016-01-23,296.65
2016-01-24,297.77
2016-01-25,293.05
2016-01-26,290.73
2016-01-27,289.25
2016-01-28,278.11
2016-01-29,277.67
2016-01-30,280.55
2016-01-31,278.98
2016-02-01,275.67
2016-02-02,282.53
2016-02-03,280.28
2016-02-04,291.18
2016-02-05,293.25
2016-02-06,296.15
2016-02-07,310.95
2016-02-08,314.39
2016-02-09,298.51
2016-02-10,294.59
2016-02-11,272.33
2016-02-12,272.97
2016-02-13,271.34
2016-02-14,277.42
2016-02-15,274.51
2016-02-16,261.46
2016-02-17,257.08
2016-02-18,261.63
2016-02-19,265.17
2016-02-20,267.87
2016-02-21,257.17
2016-02-22,251.17
2016-02-23,251.34
2016-02-24,243.75
2016-02-25,243.33
2016-02-26,244.34
2016-02-27,247.3
2016-02-28,247.92
2016-02-29,245.22
2016-03-01,245.83
2016-03-02,250.98
2016-03-03,252.11
2016-03-04,256.85
2016-03-05,251.74
2016-03-06,237.84
2016-03-07,234.86
2016-03-08,232.65
2016-03-09,231.06
2016-03-10,230.29
2016-03-11,229.78
2016-03-12,230.95
2016-03-13,229.46
2016-03-14,226.19
2016-03-15,225.72
2016-03-16,225.97
2016-03-17,226.58
2016-03-18,227.4
2016-03-19,226.42
2016-03-20,231.71
2016-03-21,233.25
2016-03-22,237.09
2016-03-23,237.52
2016-03-24,237.82
2016-03-25,238.64
2016-03-26,238.24
2016-03-27,241.02
2016-03-28,241.98
2016-03-29,241.03
2016-03-30,240.97
2016-03-31,236.24
2016-04-01,234.68
2016-04-02,234.15
2016-04-03,237.21
2016-04-04,238.03
2016-04-05,237.7
2016-04-06,238.75
2016-04-07,237.8
2016-04-08,243.7
2016-04-09,242.88
2016-04-10,244.27
2016-04-11,244.07
2016-04-12,247.8
2016-04-13,246.28
2016-04-14,239.1
2016-04-15,236.45
2016-04-16,239.2
2016-04-17,242.64
2016-04-18,243.24
2016-04-19,235.73
2016-04-20,238.97
2016-04-21,239.56
2016-04-22,227.04
2016-04-23,229.5
2016-04-24,233.31
2016-04-25,226.94
2016-04-26,232.56
2016-04-27,236.31
2016-04-28,236.47
2016-04-29,237.91
2016-04-30,235.27
2016-05-01,226.35
2016-05-02,226.35
2016-05-03,224.32
2016-05-04,228.91
2016-05-05,229.67
2016-05-06,223.83
2016-05-07,224.98
2016-05-08,236.94
2016-05-09,237.73
2016-05-10,239.54
2016-05-11,243.69
2016-05-12,246.12
2016-05-13,253.85
2016-05-14,255.81
2016-05-15,261.8
2016-05-16,260.68
2016-05-17,255.26
2016-05-18,256.04
2016-05-19,254.46
2016-05-20,247.54
2016-05-21,248.73
2016-05-22,249.24
2016-05-23,253.14
2016-05-24,254.21
2016-05-25,256.81
2016-05-26,254.35
2016-05-27,249.19
2016-05-28,267
2016-05-29,277.3
2016-05-30,269.75
2016-05-31,262.2
2016-06-01,264.85
2016-06-02,264.24
2016-06-03,285.34
2016-06-04,292.37
2016-06-05,294.11
2016-06-06,286.53
2016-06-07,286.34
2016-06-08,294.5
2016-06-09,297.09
2016-06-10,297.39
2016-06-11,300.04
2016-06-12,292.7
2016-06-13,277.86
2016-06-14,277.85
2016-06-15,277.61
2016-06-16,281.67
2016-06-17,284.23
2016-06-18,285.8
2016-06-19,276.3
2016-06-20,261.66
2016-06-21,254.69
2016-06-22,256.65
2016-06-23,237.71
2016-06-24,239.34
2016-06-25,239.9
2016-06-26,240.11
2016-06-27,246.39
2016-06-28,255.32
2016-06-29,247.1
2016-06-30,242.67
2016-07-01,244.25
2016-07-02,245.78
2016-07-03,239.52
2016-07-04,265.61
2016-07-05,259.81
2016-07-06,240.26
2016-07-07,222.2
2016-07-08,223.41
2016-07-09,221.81
2016-07-10,223.98
2016-07-11,229.44
2016-07-12,230.3
2016-07-13,230.51
2016-07-14,239.41
2016-07-15,230.06
2016-07-16,245.96
2016-07-17,242.18
2016-07-18,231.57
2016-07-19,233.5
2016-07-20,242.85
2016-07-21,238.71
2016-07-22,266.54
2016-07-23,275.48
2016-07-24,309.38
2016-07-25,255.07
2016-07-26,248.21
2016-07-27,234.84
2016-07-28,237.02
2016-07-29,227.79
2016-07-30,215.24
2016-07-31,216.73
2016-08-01,218.69
2016-08-02,211.73
2016-08-03,221.59
2016-08-04,229.07
2016-08-05,223.89
2016-08-06,268.28
2016-08-07,272.2
2016-08-08,279.64
2016-08-09,288.13
2016-08-10,291.11
2016-08-11,294.13
2016-08-12,298.75
2016-08-13,287.55
2016-08-14,278.34
2016-08-15,287.23
2016-08-16,315.15
2016-08-17,315.84
2016-08-18,320.44
2016-08-19,320.19
2016-08-20,314.81
2016-08-21,320.27
2016-08-22,320.03
2016-08-23,328.91
2016-08-24,331.42
2016-08-25,322.67
2016-08-26,334.74
2016-08-27,336.29
2016-08-28,334.12
2016-08-29,329.63
2016-08-30,330.32
2016-08-31,318.53
2016-09-01,323.71
2016-09-02,333.95
2016-09-03,345.86
2016-09-04,351.81
2016-09-05,353.32
2016-09-06,352.38
2016-09-07,352.98
2016-09-08,361.36
2016-09-09,352.38
2016-09-10,363.07
2016-09-11,376.03
2016-09-12,376.29
2016-09-13,378.45
